HouseID,Address,Street,kilowattsPerHourPerMonth,gallonsPerDayPerHouse
10533,1377 MAIN STREET,MAIN STREET,629,143
9275,138 MAIN STREET,MAIN STREET,641,82
8634,1380 MAIN STREET,MAIN STREET,637,267
10534,1395 MAIN STREET,MAIN STREET,684,138
8884,1396 MAIN STREET,MAIN STREET,618,294
8885,1400 MAIN STREET,MAIN STREET,614,72
8704,1430 MAIN STREET,MAIN STREET,597,216
9273,1432 MAIN STREET,MAIN STREET,659,169
9181,144 MAIN STREET,MAIN STREET,615,141
10541,1440 MAIN STREET,MAIN STREET,642,115
12685,1449 MAIN STREET,MAIN STREET,571,292
14876,1449R MAIN STREET,MAIN STREET,588,282
13325,1460 MAIN STREET,MAIN STREET,677,286
13131,1466 MAIN STREET,MAIN STREET,588,234
13726,1466R MAIN STREET,MAIN STREET,603,133
8974,147 MAIN STREET,MAIN STREET,618,172
12907,1474 MAIN STREET,MAIN STREET,565,103
11648,147R MAIN STREET,MAIN STREET,569,169
12010,1481 MAIN STREET,MAIN STREET,634,177
13092,1484 MAIN STREET,MAIN STREET,642,286
11920,1485 MAIN STREET,MAIN STREET,587,172
13293,1486 MAIN STREET,MAIN STREET,591,126
12419,1489 MAIN STREET,MAIN STREET,663,95
15182,1489R MAIN STREET,MAIN STREET,666,188
11824,1500 MAIN STREET,MAIN STREET,601,80
12880,1500R MAIN STREET,MAIN STREET,616,194
9364,152 MAIN STREET,MAIN STREET,574,260
9416,158 MAIN STREET,MAIN STREET,648,131
9283,162 MAIN STREET,MAIN STREET,671,241
11142,175 MAIN STREET,MAIN STREET,643,119
10418,176 MAIN STREET,MAIN STREET,591,146
10657,180 MAIN STREET,MAIN STREET,616,213
10732,183 MAIN STREET,MAIN STREET,632,161
8782,184 MAIN STREET,MAIN STREET,689,226
11106,188 MAIN STREET,MAIN STREET,655,230
10600,189 MAIN STREET,MAIN STREET,638,193
9177,194 MAIN STREET,MAIN STREET,617,163
10497,195 MAIN STREET,MAIN STREET,655,233
10652,201 MAIN STREET,MAIN STREET,594,103
8973,202 MAIN STREET,MAIN STREET,653,87
10984,207 MAIN STREET,MAIN STREET,690,236
10008,21 MAIN STREET,MAIN STREET,628,210
11989,210 MAIN STREET,MAIN STREET,604,83
11140,215 MAIN STREET,MAIN STREET,620,284
11937,219 MAIN STREET,MAIN STREET,614,209
11143,220 MAIN STREET,MAIN STREET,559,294
13281,225 MAIN STREET,MAIN STREET,685,86
11422,234 MAIN STREET,MAIN STREET,644,79
13166,235 MAIN STREET,MAIN STREET,586,196
11647,236 MAIN STREET,MAIN STREET,571,102
13061,237 MAIN STREET,MAIN STREET,699,167
10502,240 MAIN STREET,MAIN STREET,681,273
13730,245 MAIN STREET,MAIN STREET,694,214
10948,250 MAIN STREET,MAIN STREET,584,296
10951,252 MAIN STREET,MAIN STREET,641,162
10949,254 MAIN STREET,MAIN STREET,586,116
10947,256 MAIN STREET,MAIN STREET,657,202
13294,263 MAIN STREET,MAIN STREET,654,191
13255,269 MAIN STREET,MAIN STREET,676,164
13440,273 MAIN STREET,MAIN STREET,561,205
9073,290 MAIN STREET,MAIN STREET,637,72
11498,299 MAIN STREET,MAIN STREET,661,77
13602,375 MAIN STREET,MAIN STREET,574,242
12903,384 MAIN STREET,MAIN STREET,603,190
10057,39 MAIN STREET,MAIN STREET,682,265
13064,390 MAIN STREET,MAIN STREET,598,155
13062,394 MAIN STREET,MAIN STREET,582,235
9701,39A MAIN STREET,MAIN STREET,685,130
13063,400 MAIN STREET,MAIN STREET,569,82
13404,401 MAIN STREET,MAIN STREET,569,200
13287,402 MAIN STREET,MAIN STREET,640,253
13010,403 MAIN STREET,MAIN STREET,605,278
13080,404 MAIN STREET,MAIN STREET,609,256
13011,405 MAIN STREET,MAIN STREET,695,218
13123,411 MAIN STREET,MAIN STREET,639,123
13561,411A MAIN STREET,MAIN STREET,671,193
13147,418 MAIN STREET,MAIN STREET,609,199
13148,420 MAIN STREET,MAIN STREET,630,286
13259,423 MAIN STREET,MAIN STREET,622,127
11818,426 MAIN STREET,MAIN STREET,616,193
12887,427 MAIN STREET,MAIN STREET,679,96
13313,429 MAIN STREET,MAIN STREET,588,281
13374,438 MAIN STREET,MAIN STREET,664,208
12894,446 MAIN STREET,MAIN STREET,651,104
12901,451 MAIN STREET,MAIN STREET,587,240
13703,456 MAIN STREET,MAIN STREET,601,89
13115,457 MAIN STREET,MAIN STREET,630,142
13025,459 MAIN STREET,MAIN STREET,586,113
13023,461 MAIN STREET,MAIN STREET,637,86
12964,463 MAIN STREET,MAIN STREET,568,92
12897,465A MAIN STREET,MAIN STREET,686,111
12896,465B MAIN STREET,MAIN STREET,670,247
13129,468 MAIN STREET,MAIN STREET,684,132
12898,469 MAIN STREET,MAIN STREET,615,111
12961,471 MAIN STREET,MAIN STREET,554,179
13128,472 MAIN STREET,MAIN STREET,662,243
12963,473 MAIN STREET,MAIN STREET,647,274
11567,476 MAIN STREET,MAIN STREET,607,185
13009,477 MAIN STREET,MAIN STREET,682,146
11568,478 MAIN STREET,MAIN STREET,677,111
13754,481 MAIN STREET,MAIN STREET,671,293
11891,486 MAIN STREET,MAIN STREET,694,111
13473,487 MAIN STREET,MAIN STREET,692,104
10844,488 MAIN STREET,MAIN STREET,604,221
13471,489 MAIN STREET,MAIN STREET,550,297
11096,494 MAIN STREET,MAIN STREET,607,245
13533,499 MAIN STREET,MAIN STREET,573,247
10114,5 MAIN STREET,MAIN STREET,550,240
10612,500 MAIN STREET,MAIN STREET,598,108
10613,502 MAIN STREET,MAIN STREET,623,95
10846,504 MAIN STREET,MAIN STREET,590,118
13534,505 MAIN STREET,MAIN STREET,617,204
10845,506 MAIN STREET,MAIN STREET,666,297
13073,507 MAIN STREET,MAIN STREET,662,218
13074,509 MAIN STREET,MAIN STREET,611,234
11091,510 MAIN STREET,MAIN STREET,579,112
11092,512 MAIN STREET,MAIN STREET,598,219
13328,517 MAIN STREET,MAIN STREET,553,243
10369,520 MAIN STREET,MAIN STREET,648,90
12956,527 MAIN STREET,MAIN STREET,583,118
10855,542 MAIN STREET,MAIN STREET,626,81
13591,545 MAIN STREET,MAIN STREET,678,177
10689,551 MAIN STREET,MAIN STREET,697,286
10623,552 MAIN STREET,MAIN STREET,687,279
11983,556 MAIN STREET,MAIN STREET,553,186
10690,557 MAIN STREET,MAIN STREET,560,160
11982,558 MAIN STREET,MAIN STREET,628,294
10692,561 MAIN STREET,MAIN STREET,654,293
8605,562 MAIN STREET,MAIN STREET,570,275
10768,564 MAIN STREET,MAIN STREET,671,197
10957,566 MAIN STREET,MAIN STREET,620,252
11607,569 MAIN STREET,MAIN STREET,591,184
11220,571 MAIN STREET,MAIN STREET,596,254
11221,571R MAIN STREET,MAIN STREET,565,154
11819,573 MAIN STREET,MAIN STREET,591,122
11820,575 MAIN STREET,MAIN STREET,555,234
10651,577 MAIN STREET,MAIN STREET,652,65
10605,591 MAIN STREET,MAIN STREET,619,171
10607,593 MAIN STREET,MAIN STREET,673,177
11038,599 MAIN STREET,MAIN STREET,585,125
13924,60 MAIN STREET,MAIN STREET,558,216
9355,600 MAIN STREET,MAIN STREET,659,136
10597,601 MAIN STREET,MAIN STREET,647,244
10598,603 MAIN STREET,MAIN STREET,695,211
11356,605 MAIN STREET,MAIN STREET,657,133
10595,607 MAIN STREET,MAIN STREET,591,111
10809,610 MAIN STREET,MAIN STREET,551,284
11307,617 MAIN STREET,MAIN STREET,634,267
11308,619 MAIN STREET,MAIN STREET,662,123
11306,621 MAIN STREET,MAIN STREET,635,90
11309,623 MAIN STREET,MAIN STREET,594,136
11310,627 MAIN STREET,MAIN STREET,605,85
11553,633 MAIN STREET,MAIN STREET,649,195
8590,649 MAIN STREET,MAIN STREET,565,268
9065,65 MAIN STREET,MAIN STREET,605,96
8549,651 MAIN STREET,MAIN STREET,670,157
8547,653 MAIN STREET,MAIN STREET,695,82
8544,655 MAIN STREET,MAIN STREET,627,296
8545,657 MAIN STREET,MAIN STREET,607,289
8546,659 MAIN STREET,MAIN STREET,642,193
8550,663 MAIN STREET,MAIN STREET,553,180
10820,665 MAIN STREET,MAIN STREET,666,127
10818,669 MAIN STREET,MAIN STREET,662,211
10661,675 MAIN STREET,MAIN STREET,666,256
9170,677 MAIN STREET,MAIN STREET,699,115
9167,681 MAIN STREET,MAIN STREET,598,219
9270,683 MAIN STREET,MAIN STREET,698,261
9268,685 MAIN STREET,MAIN STREET,666,113
9360,687 MAIN STREET,MAIN STREET,618,89
9356,689 MAIN STREET,MAIN STREET,635,223
9359,691 MAIN STREET,MAIN STREET,687,204
9362,693 MAIN STREET,MAIN STREET,615,146
9358,695 MAIN STREET,MAIN STREET,555,248
9361,697 MAIN STREET,MAIN STREET,622,133
8963,699 MAIN STREET,MAIN STREET,596,268
8966,701 MAIN STREET,MAIN STREET,575,255
8964,703 MAIN STREET,MAIN STREET,596,94
8967,703R MAIN STREET,MAIN STREET,581,176
9021,705 MAIN STREET,MAIN STREET,672,108
9022,707 MAIN STREET,MAIN STREET,623,218
9020,709 MAIN STREET,MAIN STREET,563,248
10475,711 MAIN STREET,MAIN STREET,660,245
10474,713 MAIN STREET,MAIN STREET,583,192
11058,716 MAIN STREET,MAIN STREET,637,142
10476,717 MAIN STREET,MAIN STREET,648,286
8599,719 MAIN STREET,MAIN STREET,690,187
8596,721 MAIN STREET,MAIN STREET,574,205
8597,723 MAIN STREET,MAIN STREET,621,110
10729,730 MAIN STREET,MAIN STREET,644,187
11550,735 MAIN STREET,MAIN STREET,578,69
9199,738 MAIN STREET,MAIN STREET,634,103
9000,74 MAIN STREET,MAIN STREET,652,94
9198,740 MAIN STREET,MAIN STREET,563,95
11549,741 MAIN STREET,MAIN STREET,662,240
9200,742 MAIN STREET,MAIN STREET,649,266
10759,744 MAIN STREET,MAIN STREET,630,107
9332,749 MAIN STREET,MAIN STREET,687,73
10770,750 MAIN STREET,MAIN STREET,578,99
9363,750A MAIN STREET,MAIN STREET,591,126
11112,751 MAIN STREET,MAIN STREET,695,125
10450,755 MAIN STREET,MAIN STREET,675,88
10991,759 MAIN STREET,MAIN STREET,633,71
10423,760 MAIN STREET,MAIN STREET,554,148
8671,763 MAIN STREET,MAIN STREET,594,266
10873,764 MAIN STREET,MAIN STREET,560,160
8664,765 MAIN STREET,MAIN STREET,605,195
10893,77 MAIN STREET,MAIN STREET,615,300
8663,771 MAIN STREET,MAIN STREET,689,68
10960,774 MAIN STREET,MAIN STREET,631,94
9235,775 MAIN STREET,MAIN STREET,620,222
9237,781 MAIN STREET,MAIN STREET,563,142
9336,789 MAIN STREET,MAIN STREET,591,123
9281,790 MAIN STREET,MAIN STREET,630,99
10808,792 MAIN STREET,MAIN STREET,616,184
10806,794 MAIN STREET,MAIN STREET,700,154
10959,795 MAIN STREET,MAIN STREET,614,201
9163,80 MAIN STREET,MAIN STREET,689,138
10816,805 MAIN STREET,MAIN STREET,647,193
8730,806 MAIN STREET,MAIN STREET,605,103
8540,808 MAIN STREET,MAIN STREET,611,137
9289,809 MAIN STREET,MAIN STREET,688,257
10783,81 MAIN STREET,MAIN STREET,665,195
9271,821 MAIN STREET,MAIN STREET,601,243
10703,825 MAIN STREET,MAIN STREET,625,232
8668,831 MAIN STREET,MAIN STREET,616,178
8669,835 MAIN STREET,MAIN STREET,613,289
8667,837 MAIN STREET,MAIN STREET,580,286
8666,839 MAIN STREET,MAIN STREET,559,74
11103,839A MAIN STREET,MAIN STREET,567,100
8831,841 MAIN STREET,MAIN STREET,700,128
8830,843 MAIN STREET,MAIN STREET,648,251
9230,847 MAIN STREET,MAIN STREET,645,237
9229,849 MAIN STREET,MAIN STREET,676,146
11059,85 MAIN STREET,MAIN STREET,621,261
9328,851 MAIN STREET,MAIN STREET,559,297
9329,853 MAIN STREET,MAIN STREET,690,165
9331,857 MAIN STREET,MAIN STREET,693,122
8815,859 MAIN STREET,MAIN STREET,579,183
9436,86 MAIN STREET,MAIN STREET,610,87
9408,863 MAIN STREET,MAIN STREET,613,124
8539,864 MAIN STREET,MAIN STREET,554,60
11005,866 MAIN STREET,MAIN STREET,609,72
9409,867 MAIN STREET,MAIN STREET,671,88
11109,869 MAIN STREET,MAIN STREET,672,154
11107,871 MAIN STREET,MAIN STREET,635,133
11111,873 MAIN STREET,MAIN STREET,667,300
11003,874 MAIN STREET,MAIN STREET,604,91
10509,875 MAIN STREET,MAIN STREET,694,219
11108,879 MAIN STREET,MAIN STREET,620,225
9012,880 MAIN STREET,MAIN STREET,657,195
8826,881 MAIN STREET,MAIN STREET,640,162
8824,883 MAIN STREET,MAIN STREET,575,220
8825,885 MAIN STREET,MAIN STREET,589,149
8828,887 MAIN STREET,MAIN STREET,597,285
8879,888 MAIN STREET,MAIN STREET,609,258
8823,889 MAIN STREET,MAIN STREET,663,224
8829,891 MAIN STREET,MAIN STREET,626,80
8877,892 MAIN STREET,MAIN STREET,577,297
8914,893 MAIN STREET,MAIN STREET,640,296
10667,894 MAIN STREET,MAIN STREET,568,129
8911,895 MAIN STREET,MAIN STREET,587,119
8912,897 MAIN STREET,MAIN STREET,572,235
9195,899 MAIN STREET,MAIN STREET,627,168
8588,90 MAIN STREET,MAIN STREET,601,199
9075,901 MAIN STREET,MAIN STREET,672,111
9074,903 MAIN STREET,MAIN STREET,578,104
10384,905 MAIN STREET,MAIN STREET,565,269
10383,907 MAIN STREET,MAIN STREET,552,197
8721,909 MAIN STREET,MAIN STREET,666,62
8969,912 MAIN STREET,MAIN STREET,642,124
8722,913 MAIN STREET,MAIN STREET,569,167
8729,914 MAIN STREET,MAIN STREET,601,192
8897,916R MAIN STREET,MAIN STREET,618,272
9240,917 MAIN STREET,MAIN STREET,554,276
8818,918 MAIN STREET,MAIN STREET,593,102
8838,919 MAIN STREET,MAIN STREET,577,63
9290,922 MAIN STREET,MAIN STREET,631,113
8837,923 MAIN STREET,MAIN STREET,634,83
9291,924 MAIN STREET,MAIN STREET,608,213
8876,930 MAIN STREET,MAIN STREET,553,277
9194,933 MAIN STREET,MAIN STREET,621,150
8535,934 MAIN STREET,MAIN STREET,645,146
8670,935 MAIN STREET,MAIN STREET,666,244
8536,936 MAIN STREET,MAIN STREET,647,81
8775,938 MAIN STREET,MAIN STREET,642,297
8776,940 MAIN STREET,MAIN STREET,586,69
10561,945 MAIN STREET,MAIN STREET,694,279
11023,948 MAIN STREET,MAIN STREET,674,107
8957,955 MAIN STREET,MAIN STREET,582,268
9261,96 MAIN STREET,MAIN STREET,619,291
8880,962 MAIN STREET,MAIN STREET,674,126
10478,965 MAIN STREET,MAIN STREET,665,285
10477,967 MAIN STREET,MAIN STREET,624,165
10659,969 MAIN STREET,MAIN STREET,654,90
8662,973 MAIN STREET,MAIN STREET,573,300
8890,975 MAIN STREET,MAIN STREET,649,128
8709,976 MAIN STREET,MAIN STREET,610,146
8891,977 MAIN STREET,MAIN STREET,611,178
9326,979 MAIN STREET,MAIN STREET,558,114
8711,980 MAIN STREET,MAIN STREET,554,141
8710,982 MAIN STREET,MAIN STREET,629,180
8713,984 MAIN STREET,MAIN STREET,553,125
8765,986 MAIN STREET,MAIN STREET,587,99
8724,987 MAIN STREET,MAIN STREET,668,292
10867,988 MAIN STREET,MAIN STREET,596,62
9277,99 MAIN STREET,MAIN STREET,644,231
8723,991 MAIN STREET,MAIN STREET,674,276
8958,995 MAIN STREET,MAIN STREET,682,256
17659,102 MALLARD WAY,MALLARD WAY,659,216
17791,110 MALLARD WAY,MALLARD WAY,630,250
17833,111 MALLARD WAY,MALLARD WAY,681,165
17756,118 MALLARD WAY,MALLARD WAY,618,79
17677,125 MALLARD WAY,MALLARD WAY,691,195
17772,126 MALLARD WAY,MALLARD WAY,616,212
16401,132 MALLARD WAY,MALLARD WAY,619,222
16896,14 MALLARD WAY,MALLARD WAY,617,129
16368,140 MALLARD WAY,MALLARD WAY,581,289
16277,141 MALLARD WAY,MALLARD WAY,639,188
16288,146 MALLARD WAY,MALLARD WAY,629,80
16343,149 MALLARD WAY,MALLARD WAY,556,125
16341,152 MALLARD WAY,MALLARD WAY,664,221
16132,158 MALLARD WAY,MALLARD WAY,566,113
16117,163 MALLARD WAY,MALLARD WAY,608,276
16261,164 MALLARD WAY,MALLARD WAY,694,239
16346,170 MALLARD WAY,MALLARD WAY,565,68
16321,175 MALLARD WAY,MALLARD WAY,666,121
16281,176 MALLARD WAY,MALLARD WAY,657,194
16832,18 MALLARD WAY,MALLARD WAY,610,258
16322,180 MALLARD WAY,MALLARD WAY,666,143
16298,182 MALLARD WAY,MALLARD WAY,636,205
16426,187 MALLARD WAY,MALLARD WAY,657,238
16272,188 MALLARD WAY,MALLARD WAY,674,70
16336,193 MALLARD WAY,MALLARD WAY,609,104
16130,196 MALLARD WAY,MALLARD WAY,645,80
16312,199 MALLARD WAY,MALLARD WAY,671,170
16316,204 MALLARD WAY,MALLARD WAY,685,166
16770,21 MALLARD WAY,MALLARD WAY,640,196
16796,24 MALLARD WAY,MALLARD WAY,641,168
16783,30 MALLARD WAY,MALLARD WAY,595,80
16772,31 MALLARD WAY,MALLARD WAY,565,77
16831,36 MALLARD WAY,MALLARD WAY,601,202
17401,39 MALLARD WAY,MALLARD WAY,686,213
16822,42 MALLARD WAY,MALLARD WAY,622,89
17323,47 MALLARD WAY,MALLARD WAY,584,261
16877,48 MALLARD WAY,MALLARD WAY,656,195
19272,55 MALLARD WAY,MALLARD WAY,593,188
19351,56 MALLARD WAY,MALLARD WAY,640,212
17520,61 MALLARD WAY,MALLARD WAY,664,182
17468,62 MALLARD WAY,MALLARD WAY,655,94
17367,69 MALLARD WAY,MALLARD WAY,667,175
17548,72 MALLARD WAY,MALLARD WAY,659,98
17394,78 MALLARD WAY,MALLARD WAY,593,65
17488,84 MALLARD WAY,MALLARD WAY,597,245
19443,85 MALLARD WAY,MALLARD WAY,592,156
17476,90 MALLARD WAY,MALLARD WAY,552,84
17716,96 MALLARD WAY,MALLARD WAY,576,256
16937,11 MALVERN STREET,MALVERN STREET,607,190
17715,14 MALVERN STREET,MALVERN STREET,636,238
16800,15 MALVERN STREET,MALVERN STREET,560,146
16939,17 MALVERN STREET,MALVERN STREET,636,65
17252,20 MALVERN STREET,MALVERN STREET,691,121
17071,21 MALVERN STREET,MALVERN STREET,610,60
17221,22 MALVERN STREET,MALVERN STREET,658,106
17238,25 MALVERN STREET,MALVERN STREET,694,66
17214,27 MALVERN STREET,MALVERN STREET,670,153
17134,30 MALVERN STREET,MALVERN STREET,586,93
17020,33 MALVERN STREET,MALVERN STREET,597,95
17250,34 MALVERN STREET,MALVERN STREET,699,233
17040,37 MALVERN STREET,MALVERN STREET,644,110
16891,38 MALVERN STREET,MALVERN STREET,621,148
16817,4 MALVERN STREET,MALVERN STREET,691,67
17094,41 MALVERN STREET,MALVERN STREET,643,267
17227,42 MALVERN STREET,MALVERN STREET,670,138
17129,44 MALVERN STREET,MALVERN STREET,581,126
17059,45 MALVERN STREET,MALVERN STREET,661,257
16882,8 MALVERN STREET,MALVERN STREET,554,143
16786,9 MALVERN STREET,MALVERN STREET,576,95
16578,12 MANNING ROAD,MANNING ROAD,688,211
16517,14 MANNING ROAD,MANNING ROAD,620,211
16120,15 MANNING ROAD,MANNING ROAD,591,223
16484,21 MANNING ROAD,MANNING ROAD,679,115
16615,22 MANNING ROAD,MANNING ROAD,595,99
16582,25 MANNING ROAD,MANNING ROAD,617,78
16553,26 MANNING ROAD,MANNING ROAD,698,135
16515,31 MANNING ROAD,MANNING ROAD,575,264
16620,32 MANNING ROAD,MANNING ROAD,672,119
17683,40 MANNING ROAD,MANNING ROAD,612,60
16662,8 MANNING ROAD,MANNING ROAD,555,262
12013,11 MANOR ROAD,MANOR ROAD,700,232
11260,18 MANOR ROAD,MANOR ROAD,684,244
11779,21 MANOR ROAD,MANOR ROAD,693,214
11396,30 MANOR ROAD,MANOR ROAD,562,266
11770,6 MANOR ROAD,MANOR ROAD,690,183
3705,10 MAPLE STREET,MAPLE STREET,630,120
5472,100 MAPLE STREET,MAPLE STREET,581,112
3706,12 MAPLE STREET,MAPLE STREET,673,251
5094,16 MAPLE STREET,MAPLE STREET,603,229
3660,18 MAPLE STREET,MAPLE STREET,602,97
5374,19 MAPLE STREET,MAPLE STREET,616,271
3226,22 MAPLE STREET,MAPLE STREET,587,65
5288,23 MAPLE STREET,MAPLE STREET,674,216
5287,25 MAPLE STREET,MAPLE STREET,620,280
5302,26 MAPLE STREET,MAPLE STREET,618,175
5067,29 MAPLE STREET,MAPLE STREET,689,259
3879,30 MAPLE STREET,MAPLE STREET,640,178
5031,31 MAPLE STREET,MAPLE STREET,596,189
3807,32 MAPLE STREET,MAPLE STREET,587,265
5057,35 MAPLE STREET,MAPLE STREET,598,289
5455,52 MAPLE STREET,MAPLE STREET,664,163
5352,56 MAPLE STREET,MAPLE STREET,567,284
5112,59 MAPLE STREET,MAPLE STREET,685,252
5507,61 MAPLE STREET,MAPLE STREET,555,234
5618,62 MAPLE STREET,MAPLE STREET,643,212
5508,63 MAPLE STREET,MAPLE STREET,662,278
5539,64 MAPLE STREET,MAPLE STREET,628,121
5542,66 MAPLE STREET,MAPLE STREET,690,148
5084,67 MAPLE STREET,MAPLE STREET,554,62
5087,70 MAPLE STREET,MAPLE STREET,587,211
5412,73 MAPLE STREET,MAPLE STREET,600,134
5276,74 MAPLE STREET,MAPLE STREET,563,163
5439,75 MAPLE STREET,MAPLE STREET,698,237
5128,81 MAPLE STREET,MAPLE STREET,688,134
5028,82 MAPLE STREET,MAPLE STREET,688,95
5039,83 MAPLE STREET,MAPLE STREET,635,240
5058,85 MAPLE STREET,MAPLE STREET,620,297
3220,86 MAPLE STREET,MAPLE STREET,604,127
5535,87 MAPLE STREET,MAPLE STREET,631,161
3218,88 MAPLE STREET,MAPLE STREET,670,253
3219,88B MAPLE STREET,MAPLE STREET,561,294
5122,89 MAPLE STREET,MAPLE STREET,669,107
5495,92 MAPLE STREET,MAPLE STREET,607,213
5355,95 MAPLE STREET,MAPLE STREET,601,282
5471,96 MAPLE STREET,MAPLE STREET,605,227
18786,100 MARGUERITE AVENUE,MARGUERITE AVENUE,625,144
19084,104 MARGUERITE AVENUE,MARGUERITE AVENUE,694,289
21216,11 MARGUERITE AVENUE,MARGUERITE AVENUE,594,88
18066,142 MARGUERITE AVENUE,MARGUERITE AVENUE,601,297
19347,149 MARGUERITE AVENUE,MARGUERITE AVENUE,643,290
17931,150 MARGUERITE AVENUE,MARGUERITE AVENUE,597,138
18261,155 MARGUERITE AVENUE,MARGUERITE AVENUE,567,148
18010,158 MARGUERITE AVENUE,MARGUERITE AVENUE,614,133
18225,165 MARGUERITE AVENUE,MARGUERITE AVENUE,677,164
18045,166 MARGUERITE AVENUE,MARGUERITE AVENUE,594,114
18099,167 MARGUERITE AVENUE,MARGUERITE AVENUE,573,252
21633,17 MARGUERITE AVENUE,MARGUERITE AVENUE,558,196
18087,172 MARGUERITE AVENUE,MARGUERITE AVENUE,563,118
19537,177 MARGUERITE AVENUE,MARGUERITE AVENUE,679,215
19222,180 MARGUERITE AVENUE,MARGUERITE AVENUE,621,178
19674,187 MARGUERITE AVENUE,MARGUERITE AVENUE,560,106
19531,188 MARGUERITE AVENUE,MARGUERITE AVENUE,659,83
20431,27 MARGUERITE AVENUE,MARGUERITE AVENUE,692,158
20098,31 MARGUERITE AVENUE,MARGUERITE AVENUE,677,268
20079,35 MARGUERITE AVENUE,MARGUERITE AVENUE,606,90
20238,45 MARGUERITE AVENUE,MARGUERITE AVENUE,607,270
19893,51 MARGUERITE AVENUE,MARGUERITE AVENUE,633,69
19703,55 MARGUERITE AVENUE,MARGUERITE AVENUE,583,188
20067,64 MARGUERITE AVENUE,MARGUERITE AVENUE,668,69
19168,66 MARGUERITE AVENUE,MARGUERITE AVENUE,694,66
21841,7 MARGUERITE AVENUE,MARGUERITE AVENUE,574,232
18889,89 MARGUERITE AVENUE,MARGUERITE AVENUE,663,84
19067,96 MARGUERITE AVENUE,MARGUERITE AVENUE,665,272
14163,20 MARIANNE ROAD,MARIANNE ROAD,554,291
14115,24 MARIANNE ROAD,MARIANNE ROAD,649,142
14088,28 MARIANNE ROAD,MARIANNE ROAD,634,65
14217,36 MARIANNE ROAD,MARIANNE ROAD,684,185
14227,44 MARIANNE ROAD,MARIANNE ROAD,568,118
14036,48 MARIANNE ROAD,MARIANNE ROAD,681,114
16041,65 MARIANNE ROAD,MARIANNE ROAD,639,151
15934,68 MARIANNE ROAD,MARIANNE ROAD,698,155
15865,69 MARIANNE ROAD,MARIANNE ROAD,684,213
15987,74 MARIANNE ROAD,MARIANNE ROAD,646,111
15739,77 MARIANNE ROAD,MARIANNE ROAD,660,91
15905,81 MARIANNE ROAD,MARIANNE ROAD,668,254
15819,82 MARIANNE ROAD,MARIANNE ROAD,686,292
15983,87 MARIANNE ROAD,MARIANNE ROAD,700,246
15727,88 MARIANNE ROAD,MARIANNE ROAD,578,105
14606,93 MARIANNE ROAD,MARIANNE ROAD,557,281
15981,94 MARIANNE ROAD,MARIANNE ROAD,691,299
15224,12 MARION STREET,MARION STREET,654,221
15142,13 MARION STREET,MARION STREET,554,293
14637,20 MARION STREET,MARION STREET,633,296
18185,10 MARIVISTA AVENUE,MARIVISTA AVENUE,576,85
18456,102 MARIVISTA AVENUE,MARIVISTA AVENUE,691,268
18651,103 MARIVISTA AVENUE,MARIVISTA AVENUE,698,61
18761,105 MARIVISTA AVENUE,MARIVISTA AVENUE,686,246
18529,107 MARIVISTA AVENUE,MARIVISTA AVENUE,634,191
18823,111 MARIVISTA AVENUE,MARIVISTA AVENUE,618,133
19163,113 MARIVISTA AVENUE,MARIVISTA AVENUE,584,128
18379,117 MARIVISTA AVENUE,MARIVISTA AVENUE,553,97
19619,12 MARIVISTA AVENUE,MARIVISTA AVENUE,636,207
18821,121 MARIVISTA AVENUE,MARIVISTA AVENUE,670,187
18958,124 MARIVISTA AVENUE,MARIVISTA AVENUE,581,173
18950,126 MARIVISTA AVENUE,MARIVISTA AVENUE,576,202
18931,127 MARIVISTA AVENUE,MARIVISTA AVENUE,671,266
17494,134 MARIVISTA AVENUE,MARIVISTA AVENUE,565,227
17104,138 MARIVISTA AVENUE,MARIVISTA AVENUE,597,116
17610,140 MARIVISTA AVENUE,MARIVISTA AVENUE,601,122
18149,15 MARIVISTA AVENUE,MARIVISTA AVENUE,590,130
19233,16 MARIVISTA AVENUE,MARIVISTA AVENUE,697,87
19207,18 MARIVISTA AVENUE,MARIVISTA AVENUE,661,68
18317,19 MARIVISTA AVENUE,MARIVISTA AVENUE,654,65
18165,2 MARIVISTA AVENUE,MARIVISTA AVENUE,560,223
19676,22 MARIVISTA AVENUE,MARIVISTA AVENUE,562,265
18145,23 MARIVISTA AVENUE,MARIVISTA AVENUE,599,62
19325,26 MARIVISTA AVENUE,MARIVISTA AVENUE,656,217
19493,28 MARIVISTA AVENUE,MARIVISTA AVENUE,582,192
18017,29 MARIVISTA AVENUE,MARIVISTA AVENUE,652,164
19509,31 MARIVISTA AVENUE,MARIVISTA AVENUE,688,181
18067,35 MARIVISTA AVENUE,MARIVISTA AVENUE,632,140
18122,37 MARIVISTA AVENUE,MARIVISTA AVENUE,670,88
19215,38 MARIVISTA AVENUE,MARIVISTA AVENUE,606,159
18216,41 MARIVISTA AVENUE,MARIVISTA AVENUE,592,228
19507,42 MARIVISTA AVENUE,MARIVISTA AVENUE,642,77
19636,46 MARIVISTA AVENUE,MARIVISTA AVENUE,619,259
19599,49 MARIVISTA AVENUE,MARIVISTA AVENUE,642,200
19217,53 MARIVISTA AVENUE,MARIVISTA AVENUE,653,175
19445,54 MARIVISTA AVENUE,MARIVISTA AVENUE,587,117
